id,music_genre,dance_style
8QvKh-jvI1I_17_0_900,Electronic,Commercial
ANUNRV0fY08_01_1194_1333,Electronic,Commercial
ANUNRV0fY08_01_85_1032,Electronic,Commercial
CFmvaQiCW6I_02_0_1860,Electronic,Zumba
CFmvaQiCW6I_03_0_1170,Electronic,Zumba
CFmvaQiCW6I_05_0_1170,Electronic,Zumba
CFmvaQiCW6I_06_0_1110,Electronic,Zumba
CFmvaQiCW6I_10_0_975,Electronic,Zumba
CFmvaQiCW6I_15_0_1170,Electronic,Zumba
CFmvaQiCW6I_18_0_1080,Electronic,Zumba
CFmvaQiCW6I_19_0_1560,Electronic,Zumba
CFmvaQiCW6I_20_0_1500,Electronic,Zumba
CFmvaQiCW6I_22_88_1950,Electronic,Zumba
CFmvaQiCW6I_23_0_990,Electronic,Zumba
CFmvaQiCW6I_24_0_1050,Electronic,Zumba
CFmvaQiCW6I_25_0_1050,Electronic,Zumba
CFmvaQiCW6I_27_30_1920,Electronic,Zumba
CFmvaQiCW6I_28_0_990,Electronic,Zumba
CFmvaQiCW6I_29_0_1140,Electronic,Zumba
CFmvaQiCW6I_32_0_1830,Electronic,Zumba
CFmvaQiCW6I_33_0_810,Electronic,Zumba
CFmvaQiCW6I_34_0_900,Electronic,Zumba
CFmvaQiCW6I_35_0_1650,Electronic,Zumba
CFmvaQiCW6I_36_0_1740,Electronic,Zumba
CFmvaQiCW6I_39_0_1830,Electronic,Zumba
CFmvaQiCW6I_40_0_900,Electronic,Zumba
CFmvaQiCW6I_41_0_840,Electronic,Zumba
CFmvaQiCW6I_47_0_870,Electronic,Zumba
CFmvaQiCW6I_48_0_1260,Electronic,Zumba
CFmvaQiCW6I_49_0_1080,Electronic,Zumba
CFmvaQiCW6I_50_0_940,Electronic,Zumba
CFmvaQiCW6I_53_0_1260,Electronic,Zumba
CFmvaQiCW6I_56_0_1470,Electronic,Zumba
CFmvaQiCW6I_58_0_1260,Electronic,Zumba
CFmvaQiCW6I_60_0_1260,Electronic,Zumba
CFmvaQiCW6I_61_0_1290,Electronic,Zumba
CFmvaQiCW6I_65_0_1320,Electronic,Zumba
CFmvaQiCW6I_78_0_1140,Electronic,Zumba
CFmvaQiCW6I_79_0_750,Electronic,Zumba
CFmvaQiCW6I_80_0_930,Electronic,Zumba
CFmvaQiCW6I_81_0_1890,Electronic,Zumba
CFmvaQiCW6I_83_0_1680,Electronic,Zumba
CFmvaQiCW6I_84_0_1860,Electronic,Zumba
D26clDOSUK4_03_0_1470,Electronic,Aerobic
D26clDOSUK4_04_0_1620,Electronic,Aerobic
D26clDOSUK4_05_0_1110,Electronic,Aerobic
D26clDOSUK4_06_0_1037,Electronic,Aerobic
DsLHlIJQs1o_02_762_886,Electronic,Commercial
DsLHlIJQs1o_03_190_487,Electronic,Commercial
DsLHlIJQs1o_03_981_1087,Electronic,Commercial
DsLHlIJQs1o_04_1166_1334,Electronic,Commercial
DsLHlIJQs1o_04_641_864,Electronic,Commercial
DsLHlIJQs1o_05_1251_1414,Electronic,Commercial
DsLHlIJQs1o_05_918_1136,Electronic,Commercial
GJJUStIG-Q4_01_3_780,Electronic,Aerobic
GJJUStIG-Q4_02_0_750,Electronic,Aerobic
GJJUStIG-Q4_03_0_1770,Electronic,Aerobic
Gb-y_rl1b4k_01_0_1019,Electronic,Commercial
Gb-y_rl1b4k_01_1086_1402,Electronic,Commercial
Gb-y_rl1b4k_01_1425_1920,Electronic,Commercial
Gb-y_rl1b4k_02_0_218,Electronic,Commercial
Gb-y_rl1b4k_02_443_628,Electronic,Commercial
Gb-y_rl1b4k_02_706_1200,Electronic,Commercial
Gb-y_rl1b4k_04_116_1360,Electronic,Commercial
GdFQ6Y9ppkY_03_0_1950,Electronic,Commercial
GdFQ6Y9ppkY_04_0_1080,Electronic,Commercial
GdFQ6Y9ppkY_05_0_1440,Electronic,Commercial
HJgcBsFyal0_01_412_825,Electronic,Zumba
HJgcBsFyal0_01_853_1950,Electronic,Zumba
HJgcBsFyal0_04_0_816,Electronic,Zumba
Hfcqk6GoPxU_01_0_656,Electronic,Commercial
Hfcqk6GoPxU_02_0_494,Electronic,Commercial
Hfcqk6GoPxU_02_573_1110,Electronic,Commercial
Hfcqk6GoPxU_03_0_116,Electronic,Commercial
Hfcqk6GoPxU_03_196_655,Electronic,Commercial
Hfcqk6GoPxU_04_500_1162,Electronic,Commercial
Hfcqk6GoPxU_04_7_460,Electronic,Commercial
Hfcqk6GoPxU_05_320_906,Electronic,Commercial
Hfcqk6GoPxU_05_69_177,Electronic,Commercial
Ik45PrkT0Lk_03_0_1800,Electronic,Commercial
Ik45PrkT0Lk_05_0_840,Electronic,Commercial
Ik45PrkT0Lk_06_0_1230,Electronic,Commercial
Ik45PrkT0Lk_16_0_1020,Electronic,Commercial
Ik45PrkT0Lk_17_0_1260,Electronic,Commercial
Ik45PrkT0Lk_19_0_1380,Electronic,Commercial
Ik45PrkT0Lk_20_0_1680,Electronic,Commercial
Ik45PrkT0Lk_24_0_930,Electronic,Commercial
Ik45PrkT0Lk_27_0_1830,Electronic,Commercial
Ik45PrkT0Lk_28_0_870,Electronic,Commercial
JZpsSF9pFVo_06_0_1290,Electronic,Aerobic
L1pTpvae8kc_03_0_1260,Electronic,Commercial
L1pTpvae8kc_04_0_930,Electronic,Commercial
L1pTpvae8kc_05_0_1410,Electronic,Commercial
O-g1bsC_bZQ_01_0_990,Electronic,Commercial
O-g1bsC_bZQ_02_0_1440,Electronic,Commercial
O-g1bsC_bZQ_04_0_616,Electronic,Commercial
O-g1bsC_bZQ_04_738_1140,Electronic,Commercial
O-g1bsC_bZQ_06_0_1286,Electronic,Commercial
UpggURw6ve4_02_0_1050,Electronic,Commercial
UpggURw6ve4_03_0_1530,Electronic,Commercial
UpggURw6ve4_04_649_1620,Electronic,Commercial
WfAHqpvVIrg_02_0_750,Electronic,Aerobic
WfAHqpvVIrg_03_0_1290,Electronic,Aerobic
WfAHqpvVIrg_04_0_1830,Electronic,Aerobic
WfAHqpvVIrg_05_0_1256,Electronic,Aerobic
WfAHqpvVIrg_06_68_990,Electronic,Aerobic
WfAHqpvVIrg_07_0_516,Electronic,Aerobic
WfAHqpvVIrg_08_0_1380,Electronic,Aerobic
WfAHqpvVIrg_10_0_1560,Electronic,Aerobic
WfAHqpvVIrg_11_0_1350,Electronic,Aerobic
WfAHqpvVIrg_12_0_1800,Electronic,Aerobic
WfAHqpvVIrg_13_0_810,Electronic,Aerobic
WfAHqpvVIrg_15_0_930,Electronic,Aerobic
WfAHqpvVIrg_16_0_1650,Electronic,Aerobic
WfAHqpvVIrg_17_0_990,Electronic,Aerobic
WfAHqpvVIrg_18_0_780,Electronic,Aerobic
X-NFOxztm8M_02_0_1708,Electronic,Zumba
X-NFOxztm8M_03_0_1260,Electronic,Zumba
X-NFOxztm8M_04_0_1800,Electronic,Zumba
XAmJDGcqTcM_07_95_1080,Electronic,Zumba
XAmJDGcqTcM_08_0_1470,Electronic,Zumba
bIYDcT7VMSg_04_0_1710,Electronic,Aerobic
bIYDcT7VMSg_05_0_1500,Electronic,Aerobic
bIYDcT7VMSg_07_0_1260,Electronic,Aerobic
bIYDcT7VMSg_08_0_1620,Electronic,Aerobic
bIYDcT7VMSg_09_0_1200,Electronic,Aerobic
bIYDcT7VMSg_11_0_780,Electronic,Aerobic
bIYDcT7VMSg_12_0_990,Electronic,Aerobic
bIYDcT7VMSg_14_0_1830,Electronic,Aerobic
bIYDcT7VMSg_15_0_870,Electronic,Aerobic
bIYDcT7VMSg_19_189_1620,Electronic,Aerobic
bIYDcT7VMSg_20_0_1320,Electronic,Aerobic
bIYDcT7VMSg_21_0_810,Electronic,Aerobic
bIYDcT7VMSg_26_0_1380,Electronic,Aerobic
bIYDcT7VMSg_28_0_1260,Electronic,Aerobic
bIYDcT7VMSg_31_0_1390,Electronic,Aerobic
bIYDcT7VMSg_32_0_1680,Electronic,Aerobic
bIYDcT7VMSg_36_263_1800,Electronic,Aerobic
hlaWGB4RB08_05_0_1350,Electronic,Aerobic
mNQdsAL4krs_01_0_1830,Electronic,Zumba
nZ6EAlg19co_02_0_1950,Electronic,Commercial
nZ6EAlg19co_03_0_1170,Electronic,Commercial
nZ6EAlg19co_04_0_1010,Electronic,Commercial
nZ6EAlg19co_05_0_1920,Electronic,Commercial
nZ6EAlg19co_06_0_1890,Electronic,Commercial
nZ6EAlg19co_07_0_1740,Electronic,Commercial
nZ6EAlg19co_08_0_889,Electronic,Commercial
nZ6EAlg19co_10_0_1170,Electronic,Commercial
nZ6EAlg19co_11_0_1110,Electronic,Commercial
nZ6EAlg19co_12_0_1320,Electronic,Commercial
nZ6EAlg19co_13_0_1140,Electronic,Commercial
nZ6EAlg19co_16_0_930,Electronic,Commercial
nZ6EAlg19co_17_0_1470,Electronic,Commercial
nZ6EAlg19co_19_0_1410,Electronic,Commercial
nZ6EAlg19co_21_0_1264,Electronic,Commercial
nu6UQz5VGVE_02_0_1440,Electronic,Commercial
nu6UQz5VGVE_03_0_1080,Electronic,Commercial
nu6UQz5VGVE_04_0_960,Electronic,Commercial
tM9S4ZNLohE_01_51_1020,Electronic,Commercial
tM9S4ZNLohE_02_0_1010,Electronic,Commercial
tM9S4ZNLohE_04_1303_1702,Electronic,Commercial
tM9S4ZNLohE_04_726_1282,Electronic,Commercial
xTwUmGySwNc_10_0_1170,Electronic,Samba
xTwUmGySwNc_11_0_960,Electronic,Samba
xTwUmGySwNc_16_0_1770,Electronic,Samba
xTwUmGySwNc_18_0_1770,Electronic,Samba
xTwUmGySwNc_22_0_960,Electronic,Samba
xTwUmGySwNc_23_0_1100,Electronic,Samba
