id,music_genre,dance_style
AMaotqJIUm0_06_0_1140,Pop,Commercial
AMl0_jpHZGQ_01_57_1560,Pop,Commercial
B5KplpNzL-A_01_388_810,Pop,Commercial
B5KplpNzL-A_01_78_291,Pop,Commercial
B5KplpNzL-A_02_0_1350,Pop,Commercial
B5KplpNzL-A_03_0_1320,Pop,Commercial
B5KplpNzL-A_04_0_1020,Pop,Commercial
B5KplpNzL-A_05_0_1200,Pop,Commercial
B9XkBQDrMqQ_02_0_750,Pop,Aerobic
B9XkBQDrMqQ_03_0_1230,Pop,Aerobic
B9XkBQDrMqQ_04_0_1080,Pop,Aerobic
B9XkBQDrMqQ_05_0_1140,Pop,Aerobic
B9XkBQDrMqQ_06_0_960,Pop,Aerobic
B9XkBQDrMqQ_07_0_1860,Pop,Aerobic
B9XkBQDrMqQ_08_0_1170,Pop,Aerobic
B9XkBQDrMqQ_09_0_1740,Pop,Aerobic
B9XkBQDrMqQ_10_0_1410,Pop,Aerobic
B9XkBQDrMqQ_13_9_1500,Pop,Aerobic
B9XkBQDrMqQ_14_0_1740,Pop,Aerobic
B9XkBQDrMqQ_15_0_1110,Pop,Aerobic
B9XkBQDrMqQ_16_0_1290,Pop,Aerobic
B9XkBQDrMqQ_17_0_1470,Pop,Aerobic
B9XkBQDrMqQ_18_0_307,Pop,Aerobic
B9XkBQDrMqQ_18_336_780,Pop,Aerobic
B9XkBQDrMqQ_20_0_900,Pop,Aerobic
BYoSggTj3xc_06_104_1601,Pop,Aerobic
BYoSggTj3xc_06_1628_1890,Pop,Aerobic
BYoSggTj3xc_07_0_1470,Pop,Aerobic
BYoSggTj3xc_08_0_1238,Pop,Aerobic
B_0qnBmbBgQ_01_5_1950,Pop,Commercial
BpPv3uUld24_01_0_1200,Pop,Commercial
Btkoi8mPxbo_01_321_1410,Pop,Commercial
Btkoi8mPxbo_02_0_1170,Pop,Commercial
CHsBH84nxJ4_03_1246_1399,Pop,Commercial
CHsBH84nxJ4_03_632_1214,Pop,Commercial
CN4JBUPTmD4_03_0_840,Pop,Aerobic
CN4JBUPTmD4_04_0_1860,Pop,Aerobic
CN4JBUPTmD4_05_0_890,Pop,Aerobic
CQhwdeOcwMI_01_1252_1380,Pop,Commercial
CQhwdeOcwMI_02_1076_1230,Pop,Commercial
CQhwdeOcwMI_03_0_606,Pop,Commercial
CQhwdeOcwMI_03_644_1140,Pop,Commercial
CQhwdeOcwMI_04_350_780,Pop,Commercial
CUwPx2aMGAQ_01_0_350,Pop,Commercial
CUwPx2aMGAQ_01_407_750,Pop,Commercial
CaAYzvAexhY_01_0_1200,Pop,Commercial
CaAYzvAexhY_02_0_1791,Pop,Commercial
CaAYzvAexhY_03_1399_1890,Pop,Commercial
CaAYzvAexhY_03_7_1341,Pop,Commercial
CaAYzvAexhY_04_0_944,Pop,Commercial
CoAH6bf0LeM_02_395_1431,Pop,Zumba
CoAH6bf0LeM_04_0_245,Pop,Zumba
CoAH6bf0LeM_04_632_890,Pop,Zumba
CvLxLSJCu0A_01_0_1050,Pop,Commercial
CvLxLSJCu0A_02_0_251,Pop,Commercial
CvLxLSJCu0A_03_636_960,Pop,Commercial
DFZS_8n6cYU_01_357_462,Pop,Commercial
DFZS_8n6cYU_01_46_305,Pop,Commercial
DFZS_8n6cYU_02_426_780,Pop,Commercial
DFZS_8n6cYU_03_0_1020,Pop,Commercial
DFZS_8n6cYU_05_418_1817,Pop,Commercial
DHsxs2xazCw_02_0_1650,Pop,Aerobic
DHsxs2xazCw_03_0_1560,Pop,Aerobic
DQcgzKHbFT0_01_473_1294,Pop,Commercial
DQcgzKHbFT0_02_0_734,Pop,Commercial
DQcgzKHbFT0_02_1009_1442,Pop,Commercial
DQcgzKHbFT0_03_0_238,Pop,Commercial
DQcgzKHbFT0_04_12_1064,Pop,Commercial
DaPO3bHzUAc_01_502_1049,Pop,Commercial
DlSTNL966Kc_02_0_990,Pop,Commercial
DlSTNL966Kc_03_0_737,Pop,Commercial
DlSTNL966Kc_04_71_1710,Pop,Commercial
DlSTNL966Kc_05_0_1373,Pop,Commercial
E2jueKv9p8o_01_281_649,Pop,Commercial
E2jueKv9p8o_01_721_966,Pop,Commercial
E2jueKv9p8o_01_991_1301,Pop,Commercial
E2jueKv9p8o_02_0_870,Pop,Commercial
E2jueKv9p8o_04_0_269,Pop,Commercial
E2jueKv9p8o_04_399_983,Pop,Commercial
E2jueKv9p8o_05_34_1001,Pop,Commercial
E6lI2H349zQ_01_0_568,Pop,Commercial
E6lI2H349zQ_01_605_779,Pop,Commercial
E6lI2H349zQ_02_1252_1590,Pop,Commercial
E6lI2H349zQ_02_12_1115,Pop,Commercial
EjV9ZVSpOds_01_106_1530,Pop,Commercial
EjV9ZVSpOds_02_0_1110,Pop,Commercial
EjV9ZVSpOds_03_0_990,Pop,Commercial
EjV9ZVSpOds_04_0_1080,Pop,Commercial
EjV9ZVSpOds_05_0_1170,Pop,Commercial
EjV9ZVSpOds_06_0_1020,Pop,Commercial
F-9Hvs_jhFk_01_174_430,Pop,Commercial
F-9Hvs_jhFk_01_882_1170,Pop,Commercial
F-9Hvs_jhFk_03_0_292,Pop,Commercial
F-9Hvs_jhFk_03_807_1094,Pop,Commercial
F81XVX2kC7Q_01_5_1260,Pop,Commercial
F81XVX2kC7Q_02_0_1050,Pop,Commercial
FBIEexubUJU_03_0_1260,Pop,Commercial
FBIEexubUJU_04_0_1740,Pop,Commercial
FCE-LT7Kj5Q_02_0_780,Pop,Zumba
FCE-LT7Kj5Q_03_0_1290,Pop,Zumba
FCE-LT7Kj5Q_05_0_1365,Pop,Zumba
FT1Al0xVutk_02_5_313,Pop,Commercial
FVNMrC5nP3Y_03_0_1320,Pop,Commercial
F_lfeSVCGpY_01_4_1650,Pop,Aerobic
F_lfeSVCGpY_02_0_1260,Pop,Aerobic
F_lfeSVCGpY_03_0_1350,Pop,Aerobic
F_lfeSVCGpY_04_0_1860,Pop,Aerobic
GB7dP2ZVwEo_02_1_1650,Pop,Commercial
GB7dP2ZVwEo_04_0_1200,Pop,Commercial
GSKxQcb1PTU_01_559_776,Pop,Commercial
GSKxQcb1PTU_02_0_292,Pop,Commercial
GSKxQcb1PTU_02_1159_1350,Pop,Commercial
GSKxQcb1PTU_02_315_627,Pop,Commercial
GSKxQcb1PTU_02_734_944,Pop,Commercial
GSKxQcb1PTU_03_0_137,Pop,Commercial
GSKxQcb1PTU_03_217_853,Pop,Commercial
GSKxQcb1PTU_04_1222_1560,Pop,Commercial
GSKxQcb1PTU_04_467_1192,Pop,Commercial
GdCPn7V7oFw_01_0_990,Pop,Commercial
GdCPn7V7oFw_02_0_1230,Pop,Commercial
GdCPn7V7oFw_03_0_810,Pop,Commercial
GdCPn7V7oFw_04_0_1740,Pop,Commercial
GdCPn7V7oFw_05_0_780,Pop,Commercial
Gn_qZquW3Xg_02_0_1020,Pop,Aerobic
Gn_qZquW3Xg_03_0_1500,Pop,Aerobic
Gn_qZquW3Xg_04_0_1605,Pop,Aerobic
Gn_qZquW3Xg_05_0_900,Pop,Aerobic
Gn_qZquW3Xg_06_0_1380,Pop,Aerobic
Gn_qZquW3Xg_07_0_1530,Pop,Aerobic
Gn_qZquW3Xg_08_0_643,Pop,Aerobic
Gphj48jpjSQ_02_0_1230,Pop,Commercial
HcMNR88z0zU_02_0_780,Pop,Zumba
HcMNR88z0zU_03_0_1920,Pop,Zumba
HcMNR88z0zU_04_0_1860,Pop,Zumba
He85SWNr1Hg_02_7_821,Pop,Commercial
He85SWNr1Hg_02_859_1181,Pop,Commercial
He85SWNr1Hg_04_0_1038,Pop,Commercial
He85SWNr1Hg_05_0_679,Pop,Commercial
HezOe1oBGlU_09_0_1170,Pop,Aerobic
ID55mU3VdH0_02_0_1020,Pop,Zumba
ID55mU3VdH0_03_0_1920,Pop,Zumba
ID55mU3VdH0_04_0_960,Pop,Zumba
ID55mU3VdH0_05_0_990,Pop,Zumba
ID55mU3VdH0_07_0_1230,Pop,Zumba
ID55mU3VdH0_08_0_1140,Pop,Zumba
ID55mU3VdH0_09_0_960,Pop,Zumba
ID55mU3VdH0_10_0_1350,Pop,Zumba
IEcZuoDyMXU_03_0_294,Pop,Commercial
IEcZuoDyMXU_03_327_583,Pop,Commercial
IEcZuoDyMXU_03_615_1139,Pop,Commercial
IEcZuoDyMXU_04_536_961,Pop,Commercial
IEcZuoDyMXU_04_9_408,Pop,Commercial
IbOo5lQKLVM_01_124_704,Pop,Commercial
IbOo5lQKLVM_03_1423_1710,Pop,Commercial
Ic6y-FkHDjA_11_0_1410,Pop,Commercial
Ic6y-FkHDjA_12_0_1380,Pop,Commercial
Ic6y-FkHDjA_13_0_1788,Pop,Commercial
J1sYFBv3k0w_03_0_755,Pop,Commercial
J1sYFBv3k0w_03_1007_1200,Pop,Commercial
J6_kvaXmv7c_01_321_1050,Pop,Commercial
J6_kvaXmv7c_02_0_900,Pop,Commercial
J6_kvaXmv7c_04_0_1200,Pop,Commercial
JCN88pdsu7Q_02_0_1500,Pop,Commercial
JCN88pdsu7Q_04_0_990,Pop,Commercial
JNdQmDpk-pk_01_219_455,Pop,Commercial
JNdQmDpk-pk_01_543_1470,Pop,Commercial
JNdQmDpk-pk_02_36_690,Pop,Commercial
JNdQmDpk-pk_02_719_1187,Pop,Commercial
JNdQmDpk-pk_03_19_463,Pop,Commercial
JNdQmDpk-pk_03_822_1170,Pop,Commercial
JNdQmDpk-pk_04_0_238,Pop,Commercial
JNdQmDpk-pk_04_276_897,Pop,Commercial
JNdQmDpk-pk_04_944_1163,Pop,Commercial
JxONoMvqUpQ_01_392_825,Pop,Commercial
JxONoMvqUpQ_02_10_1415,Pop,Commercial
JxONoMvqUpQ_04_23_696,Pop,Commercial
JxONoMvqUpQ_05_0_1494,Pop,Commercial
JzWqDcR-mik_01_90_1080,Pop,Commercial
JzWqDcR-mik_02_0_930,Pop,Commercial
JzWqDcR-mik_03_0_1380,Pop,Commercial
JzWqDcR-mik_04_0_1020,Pop,Commercial
JzWqDcR-mik_05_0_1650,Pop,Commercial
K2mMdQFnTOc_02_42_1170,Pop,Commercial
K4MpjnkGFOw_02_91_1368,Pop,Commercial
K4MpjnkGFOw_03_0_1081,Pop,Commercial
K4MpjnkGFOw_03_1105_1410,Pop,Commercial
K4MpjnkGFOw_04_0_1160,Pop,Commercial
K4MpjnkGFOw_05_0_242,Pop,Commercial
K4MpjnkGFOw_05_269_750,Pop,Commercial
K4kFMdoiGwQ_01_5_1090,Pop,Commercial
K4kFMdoiGwQ_03_0_990,Pop,Commercial
K8_D1zwPAYI_01_0_590,Pop,Commercial
K8_D1zwPAYI_01_725_1200,Pop,Commercial
K8_D1zwPAYI_02_265_1195,Pop,Commercial
K8_D1zwPAYI_03_373_1050,Pop,Commercial
K8_D1zwPAYI_04_294_466,Pop,Commercial
KWu5Ok4bYKo_01_1041_1830,Pop,Commercial
KWu5Ok4bYKo_02_0_1620,Pop,Commercial
R-VQtVajOW0_04_127_1260,Pop,Zumba
S3zFBCJrpiE_03_0_1320,Pop,Aerobic
T8ch-m8-pbU_02_0_1710,Pop,Aerobic
T8ch-m8-pbU_03_0_1770,Pop,Aerobic
T8ch-m8-pbU_04_0_690,Pop,Aerobic
Tk_GlnQM-WA_01_89_930,Pop,Commercial
Tk_GlnQM-WA_02_0_1050,Pop,Commercial
Tk_GlnQM-WA_03_0_768,Pop,Commercial
Tk_GlnQM-WA_03_888_1200,Pop,Commercial
Tk_GlnQM-WA_04_0_1830,Pop,Commercial
_P-JWcq1ewI_01_1381_1800,Pop,Commercial
_P-JWcq1ewI_01_187_1358,Pop,Commercial
_P-JWcq1ewI_03_0_1350,Pop,Commercial
fEwjEM5czso_03_0_930,Pop,Aerobic
fEwjEM5czso_04_0_1050,Pop,Aerobic
fEwjEM5czso_05_0_960,Pop,Aerobic
fEwjEM5czso_07_0_1050,Pop,Aerobic
fEwjEM5czso_08_0_990,Pop,Aerobic
fEwjEM5czso_09_0_1170,Pop,Aerobic
fEwjEM5czso_10_0_900,Pop,Aerobic
gpQkBGC4Gqg_02_0_1290,Pop,Commercial
gpQkBGC4Gqg_03_0_930,Pop,Commercial
gpQkBGC4Gqg_04_0_870,Pop,Commercial
gpQkBGC4Gqg_05_0_1560,Pop,Commercial
gpQkBGC4Gqg_09_0_1620,Pop,Commercial
gpQkBGC4Gqg_11_0_1470,Pop,Commercial
gpQkBGC4Gqg_14_0_1860,Pop,Commercial
gpQkBGC4Gqg_15_0_1170,Pop,Commercial
gpQkBGC4Gqg_16_0_780,Pop,Commercial
gpQkBGC4Gqg_17_0_1170,Pop,Commercial
gpQkBGC4Gqg_18_0_1110,Pop,Commercial
gpQkBGC4Gqg_19_12_1380,Pop,Commercial
gpQkBGC4Gqg_20_0_1200,Pop,Commercial
gpQkBGC4Gqg_21_0_1140,Pop,Commercial
gpQkBGC4Gqg_22_0_1170,Pop,Commercial
gpQkBGC4Gqg_24_0_1140,Pop,Commercial
gpQkBGC4Gqg_25_0_960,Pop,Commercial
gpQkBGC4Gqg_27_0_1170,Pop,Commercial
gpQkBGC4Gqg_28_0_900,Pop,Commercial
gpQkBGC4Gqg_29_0_1590,Pop,Commercial
gpQkBGC4Gqg_30_0_1080,Pop,Commercial
gpQkBGC4Gqg_31_0_1560,Pop,Commercial
gpQkBGC4Gqg_32_0_1500,Pop,Commercial
gpQkBGC4Gqg_33_0_750,Pop,Commercial
gpQkBGC4Gqg_34_0_1950,Pop,Commercial
h8-0X7fMIqM_02_0_810,Pop,Commercial
h8-0X7fMIqM_03_0_1920,Pop,Commercial
hIljHy8Z8nc_02_0_900,Pop,Aerobic
hIljHy8Z8nc_03_0_1650,Pop,Aerobic
hIljHy8Z8nc_04_0_1740,Pop,Aerobic
hi7N4C5TgIw_01_0_1770,Pop,Aerobic
hi7N4C5TgIw_02_0_990,Pop,Aerobic
iOoW_Y_lto8_02_0_1560,Pop,Commercial
iOoW_Y_lto8_03_0_810,Pop,Commercial
iOoW_Y_lto8_04_0_1320,Pop,Commercial
iOoW_Y_lto8_05_0_1680,Pop,Commercial
iOoW_Y_lto8_06_0_1230,Pop,Commercial
iOoW_Y_lto8_08_0_1230,Pop,Commercial
iOoW_Y_lto8_12_0_1020,Pop,Commercial
iOoW_Y_lto8_13_0_840,Pop,Commercial
iOoW_Y_lto8_14_0_960,Pop,Commercial
iOoW_Y_lto8_17_0_1140,Pop,Commercial
iOoW_Y_lto8_18_0_750,Pop,Commercial
iOoW_Y_lto8_19_0_930,Pop,Commercial
iOoW_Y_lto8_20_0_1890,Pop,Commercial
l5xqQDKyKCU_02_0_1950,Pop,Zumba
l5xqQDKyKCU_03_0_1380,Pop,Zumba
l5xqQDKyKCU_04_0_810,Pop,Zumba
l5xqQDKyKCU_05_0_1200,Pop,Zumba
l5xqQDKyKCU_07_0_1410,Pop,Zumba
l5xqQDKyKCU_08_0_1170,Pop,Zumba
l5xqQDKyKCU_09_0_930,Pop,Zumba
l5xqQDKyKCU_18_0_1560,Pop,Zumba
l5xqQDKyKCU_19_0_1260,Pop,Zumba
l5xqQDKyKCU_20_0_1470,Pop,Zumba
l5xqQDKyKCU_21_0_1620,Pop,Zumba
l5xqQDKyKCU_22_0_1860,Pop,Zumba
l5xqQDKyKCU_23_0_1230,Pop,Zumba
l5xqQDKyKCU_24_0_1680,Pop,Zumba
l5xqQDKyKCU_25_0_1440,Pop,Zumba
l5xqQDKyKCU_26_0_1200,Pop,Zumba
l5xqQDKyKCU_27_0_1590,Pop,Zumba
l5xqQDKyKCU_28_0_1380,Pop,Zumba
l5xqQDKyKCU_29_0_1230,Pop,Zumba
l5xqQDKyKCU_30_0_1020,Pop,Zumba
l5xqQDKyKCU_31_0_1110,Pop,Zumba
l5xqQDKyKCU_32_0_1350,Pop,Zumba
l5xqQDKyKCU_33_0_750,Pop,Zumba
lWB0V3GSH7w_03_0_1350,Pop,Commercial
lWB0V3GSH7w_04_0_990,Pop,Commercial
oh8zvIR-NBs_08_0_840,Pop,Commercial
q2izeugK_xM_04_0_1890,Pop,Zumba
r-7Z1Tg_Sbw_01_91_1680,Pop,Aerobic
r-7Z1Tg_Sbw_02_0_1710,Pop,Aerobic
r-7Z1Tg_Sbw_03_0_1260,Pop,Aerobic
r-7Z1Tg_Sbw_04_0_807,Pop,Aerobic
r-7Z1Tg_Sbw_04_829_1650,Pop,Aerobic
r2FrpWuIMn0_02_0_1230,Pop,Zumba
r2FrpWuIMn0_03_0_1080,Pop,Zumba
r2FrpWuIMn0_04_0_1650,Pop,Zumba
r2FrpWuIMn0_05_60_1860,Pop,Zumba
r2FrpWuIMn0_06_0_1098,Pop,Zumba
r2FrpWuIMn0_07_0_722,Pop,Zumba
r2FrpWuIMn0_07_765_1740,Pop,Zumba
sD2oK_kPCE4_02_0_1620,Pop,Aerobic
sD2oK_kPCE4_03_0_960,Pop,Aerobic
sD2oK_kPCE4_04_615_1950,Pop,Aerobic
sD2oK_kPCE4_10_0_750,Pop,Aerobic
sD2oK_kPCE4_11_0_1620,Pop,Aerobic
sD2oK_kPCE4_12_0_1260,Pop,Aerobic
sD2oK_kPCE4_13_0_960,Pop,Aerobic
sD2oK_kPCE4_15_66_1230,Pop,Aerobic
sD2oK_kPCE4_16_0_1620,Pop,Aerobic
sD2oK_kPCE4_17_0_1200,Pop,Aerobic
sD2oK_kPCE4_18_0_778,Pop,Aerobic
sEVbkSYFubY_03_0_1140,Pop,Commercial
sEVbkSYFubY_04_0_1140,Pop,Commercial
sEVbkSYFubY_05_0_1672,Pop,Commercial
uUWxteM9xUU_02_0_1890,Pop,Aerobic
uUWxteM9xUU_03_0_1140,Pop,Aerobic
uUWxteM9xUU_04_0_1350,Pop,Aerobic
uUWxteM9xUU_05_0_1350,Pop,Aerobic
uUWxteM9xUU_06_0_1260,Pop,Aerobic
uUWxteM9xUU_07_0_1950,Pop,Aerobic
uUWxteM9xUU_08_0_1770,Pop,Aerobic
uUWxteM9xUU_09_0_1770,Pop,Aerobic
uUWxteM9xUU_16_0_930,Pop,Aerobic
uUWxteM9xUU_17_0_1260,Pop,Aerobic
uUWxteM9xUU_18_0_750,Pop,Aerobic
uUWxteM9xUU_19_0_1650,Pop,Aerobic
uUWxteM9xUU_20_0_1830,Pop,Aerobic
uUWxteM9xUU_21_0_1350,Pop,Aerobic
uUWxteM9xUU_23_0_1710,Pop,Aerobic
uUWxteM9xUU_24_0_1050,Pop,Aerobic
uUWxteM9xUU_25_0_1950,Pop,Aerobic
uUWxteM9xUU_27_0_870,Pop,Aerobic
uUWxteM9xUU_28_0_1320,Pop,Aerobic
uUWxteM9xUU_29_0_1555,Pop,Aerobic
uUjyrKxk6QE_02_0_1290,Pop,Aerobic
uUjyrKxk6QE_03_0_870,Pop,Aerobic
uUjyrKxk6QE_04_0_1680,Pop,Aerobic
v4Mh97NH9VA_02_0_870,Pop,Aerobic
v4Mh97NH9VA_03_0_1380,Pop,Aerobic
v4Mh97NH9VA_05_0_1890,Pop,Aerobic
v4Mh97NH9VA_06_0_1470,Pop,Aerobic
vvc-GlHWZfs_01_475_1080,Pop,Aerobic
vvc-GlHWZfs_02_0_870,Pop,Aerobic
x30xarIee_E_02_0_1800,Pop,Aerobic
x30xarIee_E_03_0_1530,Pop,Aerobic
x30xarIee_E_04_0_1200,Pop,Aerobic
xagdftltw9k_03_0_1860,Pop,Aerobic
yX13HfMPn6o_31_0_1560,Pop,Aerobic
zA_H64cCzEE_02_0_1560,Pop,Zumba
zA_H64cCzEE_03_0_1710,Pop,Zumba
