id,music_genre,dance_style
E7FK4KDdIOc_04_606_1350,Reggae,Aerobic
E7FK4KDdIOc_10_0_1890,Reggae,Aerobic
E7FK4KDdIOc_11_0_780,Reggae,Aerobic
E7FK4KDdIOc_12_0_930,Reggae,Aerobic
E7FK4KDdIOc_13_0_1140,Reggae,Aerobic
E7FK4KDdIOc_15_0_351,Reggae,Aerobic
E7FK4KDdIOc_15_428_1590,Reggae,Aerobic
E7FK4KDdIOc_16_0_721,Reggae,Aerobic
E7FK4KDdIOc_16_816_1722,Reggae,Aerobic
E7FK4KDdIOc_17_260_638,Reggae,Aerobic
E7FK4KDdIOc_17_753_1200,Reggae,Aerobic
E7FK4KDdIOc_18_0_891,Reggae,Aerobic
EW6ihidvUsg_01_23_1350,Reggae,Aerobic
EW6ihidvUsg_03_0_1950,Reggae,Aerobic
EW6ihidvUsg_04_0_1338,Reggae,Aerobic
EW6ihidvUsg_07_0_1410,Reggae,Aerobic
EW6ihidvUsg_08_0_810,Reggae,Aerobic
EW6ihidvUsg_10_0_1170,Reggae,Aerobic
EW6ihidvUsg_11_0_1334,Reggae,Aerobic
EW6ihidvUsg_11_1365_1710,Reggae,Aerobic
EW6ihidvUsg_12_0_1740,Reggae,Aerobic
EW6ihidvUsg_13_0_1080,Reggae,Aerobic
EwYl4dPO6WA_06_0_324,Reggae,Rumba
EwYl4dPO6WA_06_369_592,Reggae,Rumba
EwYl4dPO6WA_06_632_1470,Reggae,Rumba
EwYl4dPO6WA_07_0_583,Reggae,Rumba
GCh37DSaVLE_01_121_1530,Reggae,Commercial
GCh37DSaVLE_02_0_1260,Reggae,Commercial
GCh37DSaVLE_03_0_1710,Reggae,Commercial
GCh37DSaVLE_04_0_1500,Reggae,Commercial
GCh37DSaVLE_05_0_1650,Reggae,Commercial
HB32MLcIVd8_02_0_1470,Reggae,Commercial
HB32MLcIVd8_03_0_1170,Reggae,Commercial
HB32MLcIVd8_04_0_800,Reggae,Commercial
Hw-k1MU3dZI_01_35_870,Reggae,Samba
Hw-k1MU3dZI_02_0_1650,Reggae,Samba
I3jlzc8v7eo_01_101_1170,Reggae,Samba
I3jlzc8v7eo_02_0_960,Reggae,Samba
J68TCLZoAhY_01_223_930,Reggae,Zumba
J68TCLZoAhY_02_0_580,Reggae,Zumba
J68TCLZoAhY_02_671_1530,Reggae,Zumba
J68TCLZoAhY_03_0_1470,Reggae,Zumba
J68TCLZoAhY_04_0_1560,Reggae,Zumba
J68TCLZoAhY_05_0_1005,Reggae,Zumba
VX-HdDCkVSE_02_0_1260,Reggae,Zumba
VX-HdDCkVSE_04_0_1410,Reggae,Zumba
VX-HdDCkVSE_05_0_1176,Reggae,Zumba
_R-jY3jQjs4_03_0_840,Reggae,Rumba
hKjvymT7Fdg_03_0_900,Reggae,Zumba
hKjvymT7Fdg_04_0_840,Reggae,Zumba
hgEy_U-6Nbc_02_0_840,Reggae,Aerobic
hgEy_U-6Nbc_05_0_870,Reggae,Aerobic
hgEy_U-6Nbc_09_0_810,Reggae,Aerobic
hgEy_U-6Nbc_18_3_1770,Reggae,Aerobic
hgEy_U-6Nbc_19_0_1560,Reggae,Aerobic
hgEy_U-6Nbc_20_0_1080,Reggae,Aerobic
hgEy_U-6Nbc_26_0_810,Reggae,Aerobic
hgEy_U-6Nbc_27_0_1290,Reggae,Aerobic
hgEy_U-6Nbc_28_0_1080,Reggae,Aerobic
hgEy_U-6Nbc_30_0_1350,Reggae,Aerobic
hgEy_U-6Nbc_33_0_810,Reggae,Aerobic
hgEy_U-6Nbc_42_0_1530,Reggae,Aerobic
hl0P4tvvhW0_02_0_870,Reggae,Zumba
hl0P4tvvhW0_03_0_1260,Reggae,Zumba
hl0P4tvvhW0_04_0_1080,Reggae,Zumba
hl0P4tvvhW0_05_0_1080,Reggae,Zumba
hl0P4tvvhW0_06_0_960,Reggae,Zumba
mu0CIPXrxwM_01_209_1320,Reggae,Zumba
mu0CIPXrxwM_02_0_1200,Reggae,Zumba
mu0CIPXrxwM_03_0_1170,Reggae,Zumba
mu0CIPXrxwM_04_0_1500,Reggae,Zumba
mu0CIPXrxwM_05_0_597,Reggae,Zumba
